id,subject,question_type,category,category_key,flags,note,gold,extract,extracted,parsed,method,finish_reason,num_output_tokens,zlib_last10k,repeated_line_ratio,run2_correct
validation_Mechanical_Engineering_25,Mechanical_Engineering,multiple-choice,4. 객관식 오답,mc_wrong,,,B. $R_{A}=R_{C}=-1.429kips$,phrase,C,C,rule,stop,8018,0.2499,0.207,False
validation_Mechanical_Engineering_7,Mechanical_Engineering,multiple-choice,4. 객관식 오답,mc_wrong,,,"B. 4.8-hp input,4.3-hp output",phrase,C,C,rule,stop,7221,0.2308,0.323,False
validation_Music_1,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,C. <image 4>,phrase,A,A,rule,stop,4219,0.1796,0.36,False
validation_Music_11,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,C. lower morden,phrase,D,D,rule,stop,273,0.4821,0.0,False
validation_Music_15,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,A. C,phrase,D,D,rule,stop,116,0.5359,0.0,False
validation_Music_16,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,B. <image 2>,phrase,A,A,rule,stop,693,0.346,0.0,False
validation_Music_17,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,B. second clef,phrase,A,A,rule,stop,334,0.4433,0.0,False
validation_Music_19,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,B. B,phrase,C,C,rule,stop,2565,0.257,0.219,False
validation_Music_2,Music,multiple-choice,4. 객관식 오답,mc_wrong,short_answer_no_marker,,A. True,none,B. False,B,rule,stop,4,2.0,0.0,False
validation_Music_22,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Major seventh in third inversion,phrase,B,B,rule,stop,1416,0.376,0.0,False
validation_Music_25,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,B. major,phrase,C,C,rule,stop,1109,0.3433,0.0,False
validation_Music_29,Music,multiple-choice,4. 객관식 오답,mc_wrong,short_answer_no_marker,,D. box4,none,C. box3,C,rule,stop,5,2.1429,0.0,False
validation_Music_3,Music,multiple-choice,4. 객관식 오답,mc_wrong,,,B. major,phrase,C,C,rule,stop,181,0.5345,0.286,False
validation_Pharmacy_13,Pharmacy,multiple-choice,4. 객관식 오답,mc_wrong,,,B. False,phrase,A,A,rule,stop,201,0.5,0.0,True
validation_Pharmacy_17,Pharmacy,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Dactinomycin,phrase,D,D,rule,stop,328,0.4884,0.0,False
validation_Pharmacy_21,Pharmacy,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Base pairing between adenine and thymine is disrupted by the agent.,phrase,D,D,rule,stop,478,0.4782,0.0,False
validation_Pharmacy_23,Pharmacy,multiple-choice,4. 객관식 오답,mc_wrong,,,C. The cyclisation is defined as 6-endo-tet and is allowed by Baldwin's rules,phrase,D,D,rule,stop,2384,0.3203,0.029,False
validation_Pharmacy_28,Pharmacy,multiple-choice,4. 객관식 오답,mc_wrong,,,"D. -COOH,acetic acid",phrase,C,C,rule,stop,385,0.4636,0.0,False
validation_Physics_12,Physics,multiple-choice,4. 객관식 오답,mc_wrong,,,"D. negative in I, positive in III",phrase,B,B,rule,stop,4691,0.1582,0.341,False
validation_Physics_15,Physics,multiple-choice,4. 객관식 오답,mc_wrong,,,D. $\lambda $/4,phrase,C,C,rule,stop,2785,0.2909,0.116,False
validation_Physics_19,Physics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. A,phrase,C,C,rule,stop,1388,0.3644,0.0,False
validation_Physics_2,Physics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. To the right/To the right,phrase,B,B,rule,stop,1116,0.3331,0.0,False
validation_Physics_20,Physics,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 1.5 eV,phrase,B,B,rule,stop,2534,0.3605,0.024,False
validation_Physics_7,Physics,multiple-choice,4. 객관식 오답,mc_wrong,,,E. the sun might be at point B,phrase,D,D,rule,stop,3010,0.2616,0.02,False
validation_Psychology_12,Psychology,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Vygotsky,phrase,C,C,rule,stop,514,0.4468,0.0,False
validation_Psychology_24,Psychology,multiple-choice,4. 객관식 오답,mc_wrong,,,D. reticular formation,phrase,A,A,rule,stop,70,0.67,0.0,False
validation_Psychology_4,Psychology,multiple-choice,4. 객관식 오답,mc_wrong,,,B. Cannon-Bard Theory,phrase,C,C,rule,stop,324,0.4585,0.0,False
validation_Psychology_5,Psychology,multiple-choice,4. 객관식 오답,mc_wrong,,,D. occipital lobe,phrase,C,C,rule,stop,357,0.4119,0.0,False
validation_Psychology_6,Psychology,multiple-choice,4. 객관식 오답,mc_wrong,,,A. A,phrase,D,D,rule,stop,336,0.4651,0.0,False
validation_Psychology_9,Psychology,multiple-choice,4. 객관식 오답,mc_wrong,,,A. Perception of authority,phrase,D,D,rule,stop,2227,0.2527,0.053,False
validation_Public_Health_1,Public_Health,multiple-choice,4. 객관식 오답,mc_wrong,,,C. tr=tb,phrase,B,B,rule,stop,2591,0.4279,0.067,False
validation_Public_Health_24,Public_Health,multiple-choice,4. 객관식 오답,mc_wrong,,,D. 0.44%,boxed,B,B,rule,stop,5201,0.2367,0.146,False
validation_Public_Health_9,Public_Health,multiple-choice,4. 객관식 오답,mc_wrong,,,A. 0.93,phrase,D,D,rule,stop,7949,0.1916,0.338,True
validation_Sociology_1,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,B. A conflict crime,phrase,C,C,rule,stop,269,0.515,0.0,False
validation_Sociology_12,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Symbolic Interactionist,phrase,D,D,rule,stop,513,0.4581,0.0,False
validation_Sociology_15,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Lack of power,phrase,B,B,rule,stop,71,0.6685,0.0,False
validation_Sociology_21,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Feminist perspective,phrase,A,A,rule,stop,281,0.4907,0.0,False
validation_Sociology_23,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,D. All of the above,phrase,B,B,rule,stop,355,0.4936,0.0,False
validation_Sociology_25,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Physical activity and healthy eating are a fundamental part of a child's education.,phrase,B,B,rule,stop,417,0.47,0.0,False
validation_Sociology_27,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,D. Any of the above,phrase,A,A,rule,stop,420,0.4802,0.0,False
validation_Sociology_3,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,B. The strategies some use to direct the behaviour and actions of others,phrase,A,A,rule,stop,206,0.4958,0.0,False
validation_Sociology_5,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,C. Highly skilled jobs pay better than low-skill jobs.,phrase,A,A,rule,stop,380,0.5463,0.0,False
validation_Sociology_9,Sociology,multiple-choice,4. 객관식 오답,mc_wrong,,,A. symbolic interactionism,phrase,C,C,rule,stop,263,0.5346,0.0,False
validation_Chemistry_20,Chemistry,open,5. 주관식 오답,open_wrong,,,5,boxed,3,,fail,stop,2680,0.2992,0.0,False
validation_Chemistry_23,Chemistry,open,5. 주관식 오답,open_wrong,,,6.5,none,0.0246,,fail,stop,7,2.3333,0.0,False
validation_Chemistry_30,Chemistry,open,5. 주관식 오답,open_wrong,,,"['$MgS$', 'MgS']",boxed,MgO,,fail,stop,1831,0.3652,0.0,False
validation_Chemistry_4,Chemistry,open,5. 주관식 오답,open_wrong,,,trans-1-Chloro-4-methylcyclohexane,phrase,cis-1-chloro-2-methylcyclohexane,,fail,stop,621,0.4379,0.0,False
validation_Computer_Science_26,Computer_Science,open,5. 주관식 오답,open_wrong,,,251,none,156,,fail,stop,4,3.6667,0.0,False
validation_Electronics_16,Electronics,open,5. 주관식 오답,open_wrong,,,20,boxed,\frac{100}{3},,fail,stop,757,0.422,0.0,False
validation_Electronics_21,Electronics,open,5. 주관식 오답,open_wrong,,,0.9965,boxed,0,,fail,stop,5656,0.2661,0.031,False
validation_Electronics_24,Electronics,open,5. 주관식 오답,open_wrong,,,551,boxed,580\ k\Omega,,fail,stop,1713,0.3432,0.0,False
validation_Electronics_26,Electronics,open,5. 주관식 오답,open_wrong,,,6.333,boxed,11,,fail,stop,7378,0.1672,0.253,False
validation_Electronics_29,Electronics,open,5. 주관식 오답,open_wrong,,,30,boxed,28.8,,fail,stop,12169,0.275,0.067,False
validation_Electronics_30,Electronics,open,5. 주관식 오답,open_wrong,,,-141,boxed,45.84,,fail,stop,3849,0.2886,0.035,False
validation_Electronics_4,Electronics,open,5. 주관식 오답,open_wrong,,,8.4,boxed,"V_{CEQ} \approx 7.0 \, V",,fail,stop,1131,0.4347,0.0,False
validation_Electronics_5,Electronics,open,5. 주관식 오답,open_wrong,,,62.6,boxed,"50 \, \Omega",,fail,stop,2353,0.305,0.033,False
validation_Finance_10,Finance,open,5. 주관식 오답,open_wrong,,,2000000,boxed,"1,646,100",,fail,stop,2429,0.3695,0.112,False
validation_Finance_24,Finance,open,5. 주관식 오답,open_wrong,,,30.0,phrase,20,,fail,stop,572,0.4771,0.0,False
validation_Finance_8,Finance,open,5. 주관식 오답,open_wrong,,,360,phrase,860,,fail,stop,4293,0.2897,0.099,True
validation_Geography_14,Geography,open,5. 주관식 오답,open_wrong,,,8200,boxed,2240,,fail,stop,10493,0.1176,0.8,False
validation_Pharmacy_26,Pharmacy,open,5. 주관식 오답,open_wrong,,,A,phrase,B,B,rule,stop,221,0.5472,0.0,False
validation_Physics_21,Physics,open,5. 주관식 오답,open_wrong,,,A,boxed,D,,fail,stop,2047,0.3187,0.0,True
validation_Chemistry_13,Chemistry,open,6. 애매 (따로 모음),ambiguous,,13.0 vs 12.97: model value is coarser than gold (3 s.f.) - rounding or a small arithmetic slip (it computed 13.006),12.97,phrase,13.0 g of calcium hydroxide was dissolved.,,fail,stop,411,0.4927,0.0,False
validation_Chemistry_25,Chemistry,open,6. 애매 (따로 모음),ambiguous,,24.3 vs 24.32: model value is coarser than gold,24.32,none,24.3,,fail,stop,5,3.0,0.0,False
validation_Electronics_9,Electronics,multiple-choice,6. 애매 (따로 모음),ambiguous,truncated,trunc: cycles through guessed waveforms/series without verbatim repetition,C. -2[sin t + (1 / 2) sin 25 + (1 / 3) sin 3t + ...],phrase,"option A, with "" sin 25 "" meaning sin(2t), and "" sin 30 "" meaning sin(3t), and the coefficients are 1/2, 1/3, etc., and the sign is correct.",,fail,length,16384,0.1683,0.373,True
validation_Finance_23,Finance,open,6. 애매 (따로 모음),ambiguous,,"527.74 vs 527.89 (0.03%): same method, intermediate rounding differs",527.89,phrase,527.74 million (rounded to two decimal places),,fail,stop,672,0.4443,0.0,False
validation_Geography_4,Geography,open,6. 애매 (따로 모음),ambiguous,,"answers 'Clearwater, Florida' vs gold ['Tampa','Florida']: half right; list gold can't match in the Qwen scorer","['Tampa', 'Florida']",none,"The place described in the image is a map of Clearwater, Florida. It highlights key areas and landmarks such as:

- **West Village**
- **Clearwater Beach**
- **St. Pete** (St. Petersburg)
- **Downtown",,fail,stop,209,0.5654,0.0,False
validation_Manage_3,Manage,open,6. 애매 (따로 모음),ambiguous,,"242,159.73 vs 242,110.62 (0.02%): close, intermediate rounding or a small error",242110.62,phrase,"242,159.73",,fail,stop,2470,0.318,0.022,False
validation_Math_12,Math,multiple-choice,6. 애매 (따로 모음),ambiguous,truncated,"trunc: keeps re-trying constraint readings, all ending 'objective 0'",A. d_1^* = S_1 and d_2^* = 0 and d_3^* = 0 or S_3,phrase,"0, but not in the options.",,fail,length,16384,0.1806,0.177,False
validation_Mechanical_Engineering_4,Mechanical_Engineering,multiple-choice,6. 애매 (따로 모음),ambiguous,truncated,trunc: 'Perhaps... Not matching' cycle; a few blocks repeat verbatim but below the 80% line,B. $q_{0}=350.7403\frac{kN}{m}$,phrase,"450.7403, and we have a mistake in the formula for the maximum moment.",,fail,length,16384,0.2075,0.403,False
